NAF Code,NAF French Name,NAF English Name,EXIOBASE Name,ADEME Name,Unit,EXIOBASE Monetary Factor,ADEME Monetary Factor
9522Z,Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin,Repair of household appliances and home and garden equipment,Machinery and equipment (not elsewhere specified),Machinery and equipment installation and repairs,kgCO2e/€,0.2139,0.39
9523Z,Réparation de chaussures et d'articles en cuir,Repair of footwear and leather goods,Retail trade (except of motor vehicles and motorcycles) and repair of personal and household goods (services),Machinery and equipment installation and repairs,kgCO2e/€,0.0349,0.39
9524Z,Réparation de meubles et d'équipements du foyer,Repair of furniture and home furnishings,Furniture/other manufactured goods (not elsewhere specified),Machinery and equipment installation and repairs,kgCO2e/€,0.1881,0.39
9525Z,Réparation d'articles d'horlogerie et de bijouterie,"Repair of watches, clocks and jewellery",Retail trade (except of motor vehicles and motorcycles) and repair of personal and household goods (services),Machinery and equipment installation and repairs,kgCO2e/€,0.0349,0.39
9529Z,Réparation d'autres biens personnels et domestiques,Repair of other personal and household goods,Furniture/other manufactured goods (not elsewhere specified),Machinery and equipment installation and repairs,kgCO2e/€,0.1881,0.39
9601A,Blanchisserie-teinturerie de gros,Washing and dry cleaning general services,Other services (not elsewhere specified),,kgCO2e/€,0.0614,
9601B,Blanchisserie-teinturerie de détail,Washing and dry cleaning household services,Other services (not elsewhere specified),,kgCO2e/€,0.0614,
9602A,Coiffure,Hairdressing,Other services (not elsewhere specified),,kgCO2e/€,0.0614,
9602B,Soins de beauté,Beauty treatment,Other services (not elsewhere specified),,kgCO2e/€,0.0614,
9603Z,Services funéraires,Funeral and related activities,Other services (not elsewhere specified),,kgCO2e/€,0.0614,
9604Z,Entretien corporel,Physical well-being activities,Other services (not elsewhere specified),,kgCO2e/€,0.0614,
9609Z,Autres services personnels n.c.a.,Other personal service activities n.e.c.,Other services (not elsewhere specified),,kgCO2e/€,0.0614,
9700Z,Activités des ménages en tant qu'employeurs de personnel domestique,Activities of households as employers of domestic personnel,Private households with employed persons,,kgCO2e/€,0.0051,
9810Z,Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre,Undifferentiated goods-producing activities of private households for own use,Private households with employed persons,,kgCO2e/€,0.0051,
9820Z,Activités indifférenciées des ménages en tant que producteurs de services pour usage propre,Undifferentiated service-producing activities of private households for own use,Private households with employed persons,,kgCO2e/€,0.0051,
9900Z,Activités des organisations et organismes extraterritoriaux,Activities of extraterritorial organisations and bodies,,,kgCO2e/€,,
